,movie,link,director,genre
218,The Sweet Hereafter,https://www.metacritic.com/movie/the-sweet-hereafter,['Atom Egoyan'],['Drama']
219,TÁR,https://www.metacritic.com/movie/tar-2022,['Todd Field'],"['Drama', 'Music']"
220,The Right Stuff,https://www.metacritic.com/movie/the-right-stuff,['Philip Kaufman'],"['Adventure', 'Biography', 'Drama', 'History']"
221,Bambi,https://www.metacritic.com/movie/bambi,"['Bill Roberts', 'David Hand', 'Graham Heid', 'James Algar', 'Norman Wright', 'Paul Satterfield', 'Samuel Armstrong']","['Drama', 'Animation', 'Family']"
222,Bringing Up Baby,https://www.metacritic.com/movie/bringing-up-baby,['Howard Hawks'],"['Comedy', 'Romance', 'Family']"
223,The Gatekeepers,https://www.metacritic.com/movie/the-gatekeepers,['Dror Moreh'],['Documentary']
224,Nostalgia for the Light,https://www.metacritic.com/movie/nostalgia-for-the-light,['Patricio Guzmán'],"['Drama', 'Documentary']"
225,The Rider,https://www.metacritic.com/movie/the-rider,['Chloé Zhao'],"['Adventure', 'Drama', 'Comedy', 'Romance', 'Western', 'Music']"
226,David Copperfield,https://www.metacritic.com/movie/david-copperfield,['George Cukor'],"['Adventure', 'Drama', 'Romance']"
227,Saving Private Ryan,https://www.metacritic.com/movie/saving-private-ryan,['Steven Spielberg'],"['Action', 'Drama', 'War']"
228,Burning,https://www.metacritic.com/movie/burning,['Chang-dong Lee'],"['Drama', 'Mystery']"
229,The Worst Person in the World,https://www.metacritic.com/movie/the-worst-person-in-the-world,['Joachim Trier'],"['Drama', 'Comedy']"
230,Ben-Hur,https://www.metacritic.com/movie/ben-hur-1959,['William Wyler'],"['Adventure', 'Drama', 'History', 'War']"
231,After Hours,https://www.metacritic.com/movie/after-hours,['Martin Scorsese'],"['Thriller', 'Comedy']"
232,The Crying Game,https://www.metacritic.com/movie/the-crying-game,['Neil Jordan'],"['Thriller', 'Romance', 'Crime']"
233,Great Expectations,https://www.metacritic.com/movie/great-expectations-1947,['David Lean'],"['Adventure', 'Drama', 'Mystery', 'Romance']"
234,Winter's Bone,https://www.metacritic.com/movie/winters-bone,['Debra Granik'],"['Drama', 'Thriller']"
235,Gett: The Trial of Viviane Amsalem,https://www.metacritic.com/movie/gett-the-trial-of-viviane-amsalem,"['Ronit Elkabetz', 'Shlomi Elkabetz']",['Drama']
236,I Called Him Morgan,https://www.metacritic.com/movie/i-called-him-morgan,['Kasper Collin'],"['Drama', 'History', 'Music', 'Documentary']"
237,Close Encounters of the Third Kind,https://www.metacritic.com/movie/close-encounters-of-the-third-kind,['Steven Spielberg'],"['Adventure', 'Sci-Fi', 'Drama']"
238,The Godfather: Part II,https://www.metacritic.com/movie/the-godfather-part-ii,['Francis Ford Coppola'],"['Drama', 'Thriller', 'Crime']"
239,Red Beard,https://www.metacritic.com/movie/red-beard,['Akira Kurosawa'],['Drama']
240,The Hustler,https://www.metacritic.com/movie/the-hustler,['Robert Rossen'],"['Drama', 'Sport']"
241,Hit the Road,https://www.metacritic.com/movie/hit-the-road,['Panah Panahi'],['Drama']
242,L.A. Confidential,https://www.metacritic.com/movie/la-confidential,['Curtis Hanson'],"['Drama', 'Mystery', 'Thriller', 'Crime']"
243,Procession,https://www.metacritic.com/movie/procession,['Robert Greene'],['Documentary']
244,Bloody Sunday,https://www.metacritic.com/movie/bloody-sunday,['Paul Greengrass'],"['Drama', 'History', 'War']"
245,My Voyage to Italy,https://www.metacritic.com/movie/my-voyage-to-italy,['Martin Scorsese'],['Documentary']
246,Phantom Thread,https://www.metacritic.com/movie/phantom-thread,['Paul Thomas Anderson'],"['Drama', 'Romance', 'Crime']"
247,Goodfellas,https://www.metacritic.com/movie/goodfellas,['Martin Scorsese'],"['Biography', 'Drama', 'Crime']"
248,All the Beauty and the Bloodshed,https://www.metacritic.com/movie/all-the-beauty-and-the-bloodshed,['Laura Poitras'],['Documentary']
249,Wojnarowicz,https://www.metacritic.com/movie/wojnarowicz,['Chris McKim'],['Documentary']
250,Paths of the Soul,https://www.metacritic.com/movie/paths-of-the-soul,['Yang Zhang'],['Drama']
251,It's Such a Beautiful Day,https://www.metacritic.com/movie/its-such-a-beautiful-day-2012,['Don Hertzfeldt'],"['Sci-Fi', 'Drama', 'Fantasy', 'Comedy', 'Animation']"
252,My Perestroika,https://www.metacritic.com/movie/my-perestroika,['Robin Hessman'],"['Biography', 'History', 'Family', 'Documentary', 'News']"
253,This Is Not a Film,https://www.metacritic.com/movie/this-is-not-a-film,"['Jafar Panahi', 'Mojtaba Mirtahmasb']",['Documentary']
254,The Birds,https://www.metacritic.com/movie/the-birds,['Alfred Hitchcock'],"['Drama', 'Mystery', 'Horror', 'Romance']"
255,To Have and Have Not,https://www.metacritic.com/movie/to-have-and-have-not,['Howard Hawks'],"['Adventure', 'Thriller', 'Comedy', 'Romance', 'War', 'Film-Noir']"
256,Finding Nemo,https://www.metacritic.com/movie/finding-nemo,"['Andrew Stanton', 'Lee Unkrich']","['Adventure', 'Comedy', 'Animation', 'Family']"
257,Topsy-Turvy,https://www.metacritic.com/movie/topsy-turvy,['Mike Leigh'],"['Biography', 'Drama', 'Comedy', 'Music']"
258,Samurai Rebellion,https://www.metacritic.com/movie/samurai-rebellion,['Masaki Kobayashi'],['Drama']
259,King Kong,https://www.metacritic.com/movie/king-kong-1933,"['Ernest B. Schoedsack', 'Merian C. Cooper']","['Adventure', 'Sci-Fi', 'Horror']"
260,Small Axe: Mangrove,https://www.metacritic.com/movie/mangrove,['Steve McQueen'],['Drama']
261,The Incredibles,https://www.metacritic.com/movie/the-incredibles,['Brad Bird'],"['Action', 'Adventure', 'Animation', 'Family']"
262,Before Sunset,https://www.metacritic.com/movie/before-sunset,['Richard Linklater'],"['Drama', 'Romance']"
263,Being John Malkovich,https://www.metacritic.com/movie/being-john-malkovich,['Spike Jonze'],"['Drama', 'Fantasy', 'Comedy', 'Romance']"
264,A Prophet,https://www.metacritic.com/movie/a-prophet,['Jacques Audiard'],"['Drama', 'Crime']"
265,Hard to Be a God,https://www.metacritic.com/movie/hard-to-be-a-god,['Aleksei German'],"['Sci-Fi', 'Drama']"
266,Almost Famous,https://www.metacritic.com/movie/almost-famous,['Cameron Crowe'],"['Drama', 'Music']"
267,High and Low,https://www.metacritic.com/movie/high-and-low,['Akira Kurosawa'],"['Drama', 'Mystery', 'Thriller', 'Crime']"
268,Paths of Glory,https://www.metacritic.com/movie/paths-of-glory,['Stanley Kubrick'],"['Drama', 'War']"
269,Cold War,https://www.metacritic.com/movie/cold-war,['Pawel Pawlikowski'],"['Drama', 'Romance', 'Music']"
270,Big Men,https://www.metacritic.com/movie/big-men,['Rachel Boynton'],['Documentary']
271,American Splendor,https://www.metacritic.com/movie/american-splendor,"['Robert Pulcini', 'Shari Springer Berman']","['Biography', 'Drama', 'Comedy']"
272,Hannah and Her Sisters,https://www.metacritic.com/movie/hannah-and-her-sisters,['Woody Allen'],"['Drama', 'Comedy', 'Romance']"
273,The Circus,https://www.metacritic.com/movie/the-circus,['Charles Chaplin'],"['Comedy', 'Romance']"
274,Lost in Translation,https://www.metacritic.com/movie/lost-in-translation,['Sofia Coppola'],"['Drama', 'Romance']"
275,The Tale,https://www.metacritic.com/movie/the-tale,['Jennifer Fox'],"['Drama', 'Mystery', 'Thriller']"
276,Licorice Pizza,https://www.metacritic.com/movie/licorice-pizza,['Paul Thomas Anderson'],"['Drama', 'Comedy']"
277,Paterson,https://www.metacritic.com/movie/paterson,['Jim Jarmusch'],"['Drama', 'Comedy', 'Romance']"
278,Gosford Park,https://www.metacritic.com/movie/gosford-park,['Robert Altman'],"['Drama', 'Mystery', 'Comedy']"
279,The Fits,https://www.metacritic.com/movie/the-fits,['Anna Rose Holmer'],['Drama']
280,The Souvenir: Part II,https://www.metacritic.com/movie/the-souvenir-part-ii,['Joanna Hogg'],"['Drama', 'Romance']"
281,Mad Max: Fury Road,https://www.metacritic.com/movie/mad-max-fury-road,['George Miller'],"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
282,United 93,https://www.metacritic.com/movie/united-93,['Paul Greengrass'],"['Drama', 'History', 'Crime']"
283,Capturing the Friedmans,https://www.metacritic.com/movie/capturing-the-friedmans,['Andrew Jarecki'],"['Biography', 'Mystery', 'Crime', 'Documentary']"
284,The Truman Show,https://www.metacritic.com/movie/the-truman-show,['Peter Weir'],['Drama']
285,American Hustle,https://www.metacritic.com/movie/american-hustle,['David O. Russell'],"['Drama', 'History', 'Thriller', 'Crime']"
286,Blue Is the Warmest Color,https://www.metacritic.com/movie/blue-is-the-warmest-color,['Abdel Kechiche'],"['Drama', 'Romance']"
287,Star Wars: Episode IV - A New Hope,https://www.metacritic.com/movie/star-wars-episode-iv---a-new-hope,['George Lucas'],"['Action', 'Adventure', 'Sci-Fi', 'Fantasy']"
288,Persepolis,https://www.metacritic.com/movie/persepolis,"['Marjane Satrapi', 'Vincent Paronnaud']","['Biography', 'Drama', 'War', 'Animation']"
289,The Age of Innocence,https://www.metacritic.com/movie/the-age-of-innocence,['Martin Scorsese'],"['Drama', 'Romance']"
290,Once,https://www.metacritic.com/movie/once,['John Carney'],"['Drama', 'Romance', 'Music']"
291,First Cow,https://www.metacritic.com/movie/first-cow,['Kelly Reichardt'],['Drama']
292,The Best of Youth,https://www.metacritic.com/movie/the-best-of-youth,['Marco Tullio Giordana'],"['Drama', 'Romance']"
293,The Overnighters,https://www.metacritic.com/movie/the-overnighters,['Jesse Moss'],"['Drama', 'Documentary']"
294,The Lives of Others,https://www.metacritic.com/movie/the-lives-of-others,['Florian Henckel von Donnersmarck'],"['Drama', 'Thriller']"
295,Two-Lane Blacktop,https://www.metacritic.com/movie/two-lane-blacktop,['Monte Hellman'],['Drama']
296,House of Flying Daggers,https://www.metacritic.com/movie/house-of-flying-daggers,['Yimou Zhang'],"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']"
297,63 Up,https://www.metacritic.com/movie/63-up,['Michael Apted'],['Documentary']
298,Minding the Gap,https://www.metacritic.com/movie/minding-the-gap,['Bing Liu'],['Documentary']
299,Treasure Island,https://www.metacritic.com/movie/treasure-island,['Byron Haskin'],"['Adventure', 'Family']"
300,Searching for Bobby Fischer,https://www.metacritic.com/movie/searching-for-bobby-fischer,['Steven Zaillian'],"['Biography', 'Drama']"
301,Hamilton,https://www.metacritic.com/movie/hamilton-2020,['Thomas Kail'],"['Biography', 'Drama', 'History', 'Musical']"
302,National Gallery,https://www.metacritic.com/movie/national-gallery,['Frederick Wiseman'],"['History', 'Documentary']"
303,Assault on Precinct 13,https://www.metacritic.com/movie/assault-on-precinct-13-1976,['John Carpenter'],"['Action', 'Thriller', 'Crime']"
304,Man on Wire,https://www.metacritic.com/movie/man-on-wire,['James Marsh'],"['Crime', 'Documentary']"
305,Three Minutes: A Lengthening,https://www.metacritic.com/movie/three-minutes-a-lengthening,['Bianca Stigter'],['Documentary']
306,For Sama,https://www.metacritic.com/movie/for-sama,"['Edward Watts', 'Waad Al-Khateab']",['Documentary']
307,Force of Evil,https://www.metacritic.com/movie/force-of-evil,['Abraham Polonsky'],"['Drama', 'Crime', 'Film-Noir']"
308,The Hidden Fortress,https://www.metacritic.com/movie/the-hidden-fortress,['Akira Kurosawa'],"['Adventure', 'Drama']"
309,Still Walking,https://www.metacritic.com/movie/still-walking,['Hirokazu Koreeda'],['Drama']
310,Gangs of Wasseypur,https://www.metacritic.com/movie/gangs-of-wasseypur,['Anurag Kashyap'],"['Action', 'Drama', 'Thriller', 'Crime']"
311,The Last Detail,https://www.metacritic.com/movie/the-last-detail,['Hal Ashby'],"['Drama', 'Comedy']"
312,When the Levees Broke: A Requiem in Four Acts,https://www.metacritic.com/movie/when-the-levees-broke-a-requiem-in-four-acts,['Spike Lee'],['Documentary']
313,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,https://www.metacritic.com/movie/borat-cultural-learnings-of-america-for-make-benefit-glorious-nation-of-kazakhstan,['Larry Charles'],['Comedy']
314,Minari,https://www.metacritic.com/movie/minari,['Lee Isaac Chung'],['Drama']
315,Whiplash,https://www.metacritic.com/movie/whiplash,['Damien Chazelle'],"['Drama', 'Music']"
316,Barry Lyndon,https://www.metacritic.com/movie/barry-lyndon,['Stanley Kubrick'],"['Adventure', 'Drama', 'History', 'War']"
317,The Farewell,https://www.metacritic.com/movie/the-farewell,['Lulu Wang'],"['Drama', 'Comedy']"
318,Elle,https://www.metacritic.com/movie/elle,['Paul Verhoeven'],"['Drama', 'Thriller', 'Comedy']"
319,The Tale of The Princess Kaguya,https://www.metacritic.com/movie/the-tale-of-princess-kaguya,['Isao Takahata'],"['Drama', 'Fantasy', 'Animation']"
320,Uncertain,https://www.metacritic.com/movie/uncertain,"['Anna Sandilands', 'Ewan McNicol']","['Drama', 'Comedy', 'Documentary']"
321,Captain Blood,https://www.metacritic.com/movie/captain-blood,['Michael Curtiz'],"['Action', 'Adventure']"
322,"Two Days, One Night",https://www.metacritic.com/movie/two-days-one-night,"['Jean-Pierre Dardenne', 'Luc Dardenne']",['Drama']
323,Great Freedom,https://www.metacritic.com/movie/great-freedom,['Sebastian Meise'],['Drama']
324,Eighth Grade,https://www.metacritic.com/movie/eighth-grade,['Bo Burnham'],"['Drama', 'Comedy']"
325,A Star Is Born,https://www.metacritic.com/movie/a-star-is-born-1954,['George Cukor'],"['Drama', 'Romance', 'Musical']"
326,No End in Sight,https://www.metacritic.com/movie/no-end-in-sight,['Charles Ferguson'],"['War', 'Documentary']"
327,It's a Wonderful Life,https://www.metacritic.com/movie/its-a-wonderful-life,['Frank Capra'],"['Drama', 'Fantasy', 'Family']"
328,The Madness of King George,https://www.metacritic.com/movie/the-madness-of-king-george,['Nicholas Hytner'],"['Biography', 'Drama', 'History', 'Comedy']"
329,Phoenix,https://www.metacritic.com/movie/phoenix,['Christian Petzold'],"['Drama', 'History']"
330,Goodbye Solo,https://www.metacritic.com/movie/goodbye-solo,['Ramin Bahrani'],['Drama']
331,Gunda,https://www.metacritic.com/movie/gunda,['Victor Kossakovsky'],['Documentary']
332,Western,https://www.metacritic.com/movie/western,"['Bill Ross IV', 'Turner Ross']","['Western', 'Documentary']"
333,The Power of the Dog,https://www.metacritic.com/movie/the-power-of-the-dog,['Jane Campion'],['Drama']
334,Stop Making Sense,https://www.metacritic.com/movie/stop-making-sense,['Jonathan Demme'],"['Music', 'Documentary']"
335,Deep Red,https://www.metacritic.com/movie/deep-red,['Dario Argento'],"['Mystery', 'Thriller', 'Horror']"
336,Downhill Racer,https://www.metacritic.com/movie/downhill-racer,['Michael Ritchie'],"['Drama', 'Sport']"
337,Alien,https://www.metacritic.com/movie/alien,['Ridley Scott'],"['Sci-Fi', 'Thriller', 'Horror']"
338,Columbus,https://www.metacritic.com/movie/columbus,['Kogonada'],"['Drama', 'Comedy', 'Romance']"
339,Night of the Living Dead,https://www.metacritic.com/movie/night-of-the-living-dead,['George A. Romero'],['Horror']
340,The Artist,https://www.metacritic.com/movie/the-artist,['Michel Hazanavicius'],['Romance']
341,Yankee Doodle Dandy,https://www.metacritic.com/movie/yankee-doodle-dandy,['Michael Curtiz'],"['Biography', 'Drama', 'Musical']"
342,Raging Bull,https://www.metacritic.com/movie/raging-bull,['Martin Scorsese'],"['Biography', 'Drama', 'Sport']"
343,Eternal Sunshine of the Spotless Mind,https://www.metacritic.com/movie/eternal-sunshine-of-the-spotless-mind,['Michel Gondry'],"['Drama', 'Romance']"
344,The Piano,https://www.metacritic.com/movie/the-piano,['Jane Campion'],"['Drama', 'Romance']"
345,Of Mice and Men,https://www.metacritic.com/movie/of-mice-and-men,['Lewis Milestone'],['Drama']
346,Dead Souls,https://www.metacritic.com/movie/dead-souls,['Bing Wang'],['Documentary']
347,Zama,https://www.metacritic.com/movie/zama,['Lucrecia Martel'],['Drama']
348,Dick Johnson Is Dead,https://www.metacritic.com/movie/dick-johnson-is-dead,['Kirsten Johnson'],"['Drama', 'Documentary']"
349,High Noon,https://www.metacritic.com/movie/high-noon,['Fred Zinnemann'],"['Action', 'Drama', 'Thriller', 'Western']"
350,Rebel Without a Cause,https://www.metacritic.com/movie/rebel-without-a-cause,['Nicholas Ray'],['Drama']
351,Letters from Iwo Jima,https://www.metacritic.com/movie/letters-from-iwo-jima,['Clint Eastwood'],"['Drama', 'History', 'War']"
352,The Seventh Continent (1989),https://www.metacritic.com/movie/the-seventh-continent,['Michael Haneke'],['Drama']
353,A Woman Under the Influence,https://www.metacritic.com/movie/a-woman-under-the-influence,['John Cassavetes'],"['Drama', 'Romance']"
354,Ghost World,https://www.metacritic.com/movie/ghost-world,['Terry Zwigoff'],"['Drama', 'Comedy']"
355,Foreign Correspondent,https://www.metacritic.com/movie/foreign-correspondent,['Alfred Hitchcock'],"['Mystery', 'Thriller', 'Romance', 'War']"
356,Show Boat,https://www.metacritic.com/movie/show-boat,['James Whale'],"['Drama', 'Comedy', 'Romance', 'Musical']"
357,The Arbor,https://www.metacritic.com/movie/the-arbor,['Clio Barnard'],"['Biography', 'Documentary']"
358,Long Day's Journey Into Night,https://www.metacritic.com/movie/long-days-journey-into-night,['Gan Bi'],"['Drama', 'Mystery']"
359,Richard III,https://www.metacritic.com/movie/richard-iii-1956,['Laurence Olivier'],"['Biography', 'Drama', 'History', 'War']"
360,Democrats,https://www.metacritic.com/movie/democrats,['Camilla Nielsson'],['Documentary']
361,The Lion King,https://www.metacritic.com/movie/the-lion-king,"['Rob Minkoff', 'Roger Allers']","['Adventure', 'Drama', 'Animation', 'Family', 'Musical']"
362,4 Little Girls,https://www.metacritic.com/movie/4-little-girls,['Spike Lee'],"['History', 'Documentary']"
363,Wild Strawberries,https://www.metacritic.com/movie/wild-strawberries,['Ingmar Bergman'],"['Drama', 'Romance']"
364,Crime + Punishment,https://www.metacritic.com/movie/crime-+-punishment,['Stephen T. Maing'],['Documentary']
365,The Seventh Seal,https://www.metacritic.com/movie/the-seventh-seal,['Ingmar Bergman'],"['Drama', 'Fantasy']"
366,How Green Was My Valley,https://www.metacritic.com/movie/how-green-was-my-valley,['John Ford'],"['Drama', 'Family']"
367,Azor,https://www.metacritic.com/movie/azor,['Andreas Fontana'],['Drama']
368,Y Tu Mamá También,https://www.metacritic.com/movie/y-tu-mama-tambien,['Alfonso Cuarón'],"['Drama', 'Comedy']"
369,Paddington 2,https://www.metacritic.com/movie/paddington-2,['Paul King'],"['Adventure', 'Fantasy', 'Comedy', 'Animation', 'Family']"
370,The Little Mermaid,https://www.metacritic.com/movie/the-little-mermaid,"['John Musker', 'Ron Clements']","['Fantasy', 'Romance', 'Animation', 'Family', 'Musical']"
371,City Hall,https://www.metacritic.com/movie/city-hall,['Frederick Wiseman'],['Documentary']
372,Capote,https://www.metacritic.com/movie/capote,['Bennett Miller'],"['Biography', 'Drama', 'Crime']"
373,The Death of Stalin,https://www.metacritic.com/movie/the-death-of-stalin,['Armando Iannucci'],"['Biography', 'Drama', 'History', 'Comedy']"
374,Miracle on 34th Street,https://www.metacritic.com/movie/miracle-on-34th-street,['George Seaton'],"['Drama', 'Comedy', 'Family']"
375,Strangers on a Train,https://www.metacritic.com/movie/strangers-on-a-train,['Alfred Hitchcock'],"['Thriller', 'Crime', 'Film-Noir']"
376,Tulpan,https://www.metacritic.com/movie/tulpan,['Sergei Dvortsevoy'],"['Drama', 'Comedy']"
377,Manuscripts Don't Burn,https://www.metacritic.com/movie/manuscripts-dont-burn,['Mohammad Rasoulof'],['Drama']
378,In Transit,https://www.metacritic.com/movie/in-transit,"['Albert Maysles', 'Benjamin Wu', 'David Usui', 'Lynn True', 'Nelson Walker III']","['Documentary', 'News']"
379,"Three Billboards Outside Ebbing, Missouri",https://www.metacritic.com/movie/three-billboards-outside-ebbing-missouri,['Martin McDonagh'],"['Drama', 'Comedy', 'Crime']"
380,Quest,https://www.metacritic.com/movie/quest-2017,['Jonathan Olshefski'],"['Music', 'Family', 'Documentary']"
381,Au Revoir les Enfants,https://www.metacritic.com/movie/au-revoir-les-enfants,['Louis Malle'],"['Drama', 'War']"
382,A Film Unfinished,https://www.metacritic.com/movie/a-film-unfinished,['Yael Hersonski'],"['Drama', 'History', 'Documentary']"
383,Things to Come,https://www.metacritic.com/movie/things-to-come,['Mia Hansen-Løve'],['Drama']
384,The Grand Budapest Hotel,https://www.metacritic.com/movie/the-grand-budapest-hotel,['Wes Anderson'],"['Drama', 'Comedy']"
385,Winter Sleep,https://www.metacritic.com/movie/winter-sleep,['Nuri Bilge Ceylan'],['Drama']
386,A Star Is Born,https://www.metacritic.com/movie/a-star-is-born,['Bradley Cooper'],"['Drama', 'Romance', 'Music', 'Musical']"
387,Citizenfour,https://www.metacritic.com/movie/citizenfour,['Laura Poitras'],['Documentary']
388,Time Out,https://www.metacritic.com/movie/time-out,['Laurent Cantet'],['Drama']
389,The Blue Angel (re-release),https://www.metacritic.com/movie/the-blue-angel,['Josef von Sternberg'],"['Drama', 'Musical']"
390,Thelma & Louise,https://www.metacritic.com/movie/thelma-louise,['Ridley Scott'],"['Drama', 'Thriller', 'Crime']"
391,Away from Her,https://www.metacritic.com/movie/away-from-her,['Sarah Polley'],"['Drama', 'Romance']"
392,The Fallen Idol (re-release),https://www.metacritic.com/movie/the-fallen-idol,['Carol Reed'],"['Drama', 'Mystery', 'Thriller']"
393,The Father,https://www.metacritic.com/movie/the-father,['Florian Zeller'],['Drama']
394,Fat City,https://www.metacritic.com/movie/fat-city,['John Huston'],"['Drama', 'Sport']"
395,Foxtrot,https://www.metacritic.com/movie/foxtrot,['Samuel Maoz'],['Drama']
396,Howards End,https://www.metacritic.com/movie/howards-end,['James Ivory'],"['Drama', 'Romance']"
397,The Innocents,https://www.metacritic.com/movie/the-innocents,['Jack Clayton'],['Horror']
398,Inside Job,https://www.metacritic.com/movie/inside-job,['Charles Ferguson'],['Documentary']
399,Sweet Country,https://www.metacritic.com/movie/sweet-country,['Warwick Thornton'],"['Adventure', 'Drama', 'History', 'Thriller', 'Crime', 'Western']"
400,Leave No Trace,https://www.metacritic.com/movie/leave-no-trace,['Debra Granik'],['Drama']
401,Three Colors: White,https://www.metacritic.com/movie/three-colors-white,['Krzysztof Kieslowski'],"['Drama', 'Comedy', 'Romance']"
402,Chicken Run,https://www.metacritic.com/movie/chicken-run,"['Nick Park', 'Peter Lord']","['Comedy', 'Animation', 'Family']"
403,The King's Speech,https://www.metacritic.com/movie/the-kings-speech,['Tom Hooper'],"['Drama', 'History']"
404,Parallel Mothers,https://www.metacritic.com/movie/parallel-mothers,['Pedro Almodóvar'],['Drama']
405,Hell or High Water,https://www.metacritic.com/movie/hell-or-high-water,['David Mackenzie'],"['Drama', 'Crime']"
406,Up,https://www.metacritic.com/movie/up,"['Bob Peterson', 'Pete Docter']","['Adventure', 'Drama', 'Comedy', 'Animation', 'Family']"
407,Shirkers,https://www.metacritic.com/movie/shirkers,['Sandi Tan'],['Documentary']
408,Mildred Pierce,https://www.metacritic.com/movie/mildred-pierce,['Michael Curtiz'],"['Drama', 'Mystery', 'Romance', 'Crime', 'Film-Noir']"
409,45365,https://www.metacritic.com/movie/45365,"['Bill Ross IV', 'Turner Ross']",['Documentary']
410,Tootsie,https://www.metacritic.com/movie/tootsie,['Sydney Pollack'],"['Drama', 'Comedy', 'Romance']"
411,Marooned in Iraq,https://www.metacritic.com/movie/marooned-in-iraq,['Bahman Ghobadi'],['Drama']
412,To Kill a Mockingbird,https://www.metacritic.com/movie/to-kill-a-mockingbird,['Robert Mulligan'],"['Drama', 'Crime']"
413,Descendant,https://www.metacritic.com/movie/descendant,['Margaret Brown'],"['History', 'Documentary']"
414,Aquarius,https://www.metacritic.com/movie/aquarius,['Kleber Mendonça Filho'],['Drama']
415,"So Long, My Son",https://www.metacritic.com/movie/so-long-my-son,['Xiaoshuai Wang'],['Drama']
416,Apollo 11,https://www.metacritic.com/movie/apollo-11,['Todd Douglas Miller'],"['History', 'Documentary']"
417,Anomalisa,https://www.metacritic.com/movie/anomalisa,"['Charlie Kaufman', 'Duke Johnson']","['Drama', 'Fantasy', 'Comedy', 'Romance', 'Animation']"
418,Toy Story 2,https://www.metacritic.com/movie/toy-story-2,"['Ash Brannon', 'John Lasseter', 'Lee Unkrich']","['Adventure', 'Fantasy', 'Comedy', 'Animation', 'Family']"
419,Black Panther,https://www.metacritic.com/movie/black-panther,['Ryan Coogler'],"['Action', 'Adventure', 'Sci-Fi', 'Drama']"
420,The Human Voice,https://www.metacritic.com/movie/the-human-voice,['Pedro Almodóvar'],"['Drama', 'Short']"
421,Brooklyn,https://www.metacritic.com/movie/brooklyn,['John Crowley'],"['Drama', 'Comedy', 'Romance']"
422,Nobody Knows,https://www.metacritic.com/movie/nobody-knows,['Hirokazu Koreeda'],['Drama']
423,Life Is Sweet,https://www.metacritic.com/movie/life-is-sweet,['Mike Leigh'],"['Drama', 'Comedy']"
424,Faces,https://www.metacritic.com/movie/faces,['John Cassavetes'],['Drama']
425,Mary Poppins,https://www.metacritic.com/movie/mary-poppins,['Robert Stevenson'],"['Fantasy', 'Comedy', 'Family', 'Musical']"
426,The Lord of the Rings: The Two Towers,https://www.metacritic.com/movie/the-lord-of-the-rings-the-two-towers,['Peter Jackson'],"['Action', 'Adventure', 'Fantasy']"
427,L'Enfant (The Child),https://www.metacritic.com/movie/lenfant,"['Jean-Pierre Dardenne', 'Luc Dardenne']","['Drama', 'Romance', 'Crime']"
428,Jane Fonda in Five Acts,https://www.metacritic.com/movie/jane-fonda-in-five-acts,['Susan Lacy'],['Documentary']
429,The Conversation,https://www.metacritic.com/movie/the-conversation,['Francis Ford Coppola'],"['Drama', 'Mystery', 'Thriller']"
430,Good Morning,https://www.metacritic.com/movie/good-morning,['Yasujiro Ozu'],"['Drama', 'Comedy', 'Family']"
431,Newtown,https://www.metacritic.com/movie/newtown,['Kim A. Snyder'],['Documentary']
432,Poetry,https://www.metacritic.com/movie/poetry,['Chang-dong Lee'],['Drama']
433,Restless Creature: Wendy Whelan,https://www.metacritic.com/movie/restless-creature-wendy-whelan,"['Adam Schlesinger', 'Linda Saffire']",['Documentary']
434,Birdman or (The Unexpected Virtue of Ignorance),https://www.metacritic.com/movie/birdman,['Alejandro González Iñárritu'],"['Drama', 'Comedy']"
435,Little Women,https://www.metacritic.com/movie/little-women,['Gillian Armstrong'],"['Drama', 'Romance', 'Family']"
436,Aftershock,https://www.metacritic.com/movie/aftershock-2022,"['Paula Eiselt', 'Tonya Lewis Lee']",['Documentary']
437,Shakespeare in Love,https://www.metacritic.com/movie/shakespeare-in-love,['John Madden'],"['Drama', 'Comedy', 'Romance']"
438,The Awful Truth,https://www.metacritic.com/movie/the-awful-truth,['Leo McCarey'],"['Comedy', 'Romance']"
439,Can You Ever Forgive Me?,https://www.metacritic.com/movie/can-you-ever-forgive-me,['Marielle Heller'],"['Biography', 'Drama', 'Comedy', 'Crime']"
440,Wolfwalkers,https://www.metacritic.com/movie/wolfwalkers,"['Ross Stewart', 'Tomm Moore']","['Adventure', 'Fantasy', 'Animation', 'Family']"
441,It Happened One Night,https://www.metacritic.com/movie/it-happened-one-night,['Frank Capra'],"['Comedy', 'Romance']"
442,The Body Remembers When the World Broke Open,https://www.metacritic.com/movie/the-body-remembers-when-the-world-broke-open,"['Elle-Máijá Tailfeathers', 'Kathleen Hepburn']",['Drama']
443,The Missing Picture,https://www.metacritic.com/movie/the-missing-picture,['Rithy Panh'],['Documentary']
444,"I Travel Because I Have to, I Come Back Because I Love You",https://www.metacritic.com/movie/i-travel-because-i-have-to-i-come-back-because-i-love-you,"['Karim Ainouz', 'Marcelo Gomes']",['Drama']
445,The Invisible Man,https://www.metacritic.com/movie/the-invisible-man-1933,['James Whale'],"['Sci-Fi', 'Horror']"
